,Tweet,Hashtag
548,"“She may be listed as a freshman but she is a master of her craft.”

Georgia Woolley has done it all for the Bulls this season. 

Sounds like a strong candidate for Freshman of the Year 🤔🤘🏻

#UBhornsUP https://t.co/YL7W45CHs5",#UBhornsUP
549,"🟦🟦 BLUE OUT 🟦🟦

👕 Free t-shirt for the first 750 UB Students!
📲 RSVP for your student 🎟 now!

@UBTrueBlue I #UBhornsUP https://t.co/LEuVk8OAYZ",#UBhornsUP
550,Jeenathan Williams Named MAC Co-Player Of The Week #UBhornsUP https://t.co/89lHDV9Keu,#UBhornsUP
551,"It's MAC Championship Week! 💪

The action starts on Friday.

#UBhornsUP https://t.co/ELue5DXppF",#UBhornsUP
552,"Let’s make Alumni Arena loud by bringing your #UBTrueBlue spirit to the @UBmenshoops game Tuesday night

🗓 3/1
⏰ 7pm
📍 Alumni Arena
🆚 Toledo
👕 Wear Blue 
🎟 https://t.co/yIqkIKNQC6

#UBhornsUP https://t.co/FOl8Qqjn45",#UBhornsUP
553,Great Job @UB_WLax beating Ohio University and West Virginia today in Pittsburgh. #ubhornsup https://t.co/NZnUNtArwY,#UBhornsUP
554,"Longest active win streaks in the nation 

Murray St. 18
South Dakota St 18
North Texas 14
Colgate 12
Kent St. 10
Texas St. 9
Purdue-Fort Wayne 9
Buffalo 9

#GoRacers #GoJacks #GMG #GoGate #KentStMBB #EatEmUp  #FeelTheRumble #UBhornsUP",#UBhornsUP
555,"The difference between these schools and @UBmenshoops, @UBmenshoops has won 9 straight games.

#UBHornsUP https://t.co/3oTzrIqJAL",#UBhornsUP
556,"2023 OL/DL Riley Robell had received an offer from Buffalo

#UBhornsUP https://t.co/LUvSlu1RKl",#UBhornsUP
557,"Congrats @TUWBX and head coach @Juli_Fulks!! 

Undefeated regular season &amp; conference champs doesn’t happen often!! Proud alum right here!! 

Good luck in the national Tournament!! 

#UBhornsUP https://t.co/DUI6sjPf6i",#UBhornsUP
558,Over the last 3 weeks @UBmenshoops and @BonniesMBB are a combined 15-0. #UBhornsUP #Bonnies,#UBhornsUP
559,"When looking back on @CoachMoLinguist's time at @UBFootball I feel it's important to remember that success of the program should'nt be measured ONLY by Recruiting Classes, W &amp; L or players drafted to the Pros, but helping young coaches &amp; GAs move up in their careers🤘

#UBhornsUP https://t.co/HSPGYZv7QX",#UBhornsUP
560,"🚨 Buffalo's Russ Dekker is the 2022 MAC Women's Diving Coach of the Year!🚨

#UBhornsUP | #MACtion https://t.co/ScxahSDjRA",#UBhornsUP
561,"🚨Buffalo's Marialis Kwak is your 2022 MAC Women's Freshman Diver of the Year!🚨

#UBhornsUP | #MACtion https://t.co/9DVi2J4HWp",#UBhornsUP
562,"🚨Buffalo's Tori Franz is your 2022 MAC Women's Diver of the Year!🚨

#UBhornsUP | #MACtion https://t.co/XnUzcSV6F5",#UBhornsUP
563,"Terrible Starr. Plenty of time, but 10 shots and 0 points...
#UBhornsUP https://t.co/SdJ6b7atmO",#UBhornsUP
564,"Blowing a 19 pt lead and still winning by 5 buckets ain’t gonna cut it against Toledo.  Clean it up boys, @UBmenshoops🏀
#UBhornsUP\m/",#UBhornsUP
565,"All-MAC Honors!

Diver of the Year:
Victoria Franz

Diving Coach of the Year:
Russ Dekker

Freshman Diver of the Year:
Marialis Kwak

#UBhornsUP 🤘 https://t.co/Wy6MoqnI0l",#UBhornsUP
566,"Bulls Defeat UTEP on Final Day of Lobo Classic

RECAP: https://t.co/MlgXxBNQKa

#UBhornsUP",#UBhornsUP
567,"First Team All-MAC Honorees!

Victoria Franz, Sawyer Bosley, Toni Naccarella, Katie Pollock, and Jillian Lawton

#UBhornsUP 🤘 https://t.co/3BaecOEVrr",#UBhornsUP
568,"Second Team All-MAC Honorees!

Mia Naccarella, Marij van der Mast, and Claric Fisher

#UBhornsUP 🤘 https://t.co/C2RcHUsyOs",#UBhornsUP
569,#Buffalo! Your show has arrived! From #BillsMafia to #LetsGoBuffalo to #UBhornsUP the city of #Buffalo is always re… https://t.co/FguKWb31Ss,#UBhornsUP
570,"Bulls fall to New Mexico in final game of Lobo Classic.

Buffalo returns to action next weekend at the Lion Classic… https://t.co/E49d6FWCHf",#UBhornsUP
571,"The final medal count from Bowling Green, Ohio.
🥇🥈🥉

#UBhornsUP 🤘 https://t.co/jRZRNsLuJ4",#UBhornsUP
572,"To close out this year's championships, the Bulls claim the silver medal in the 400 freestyle relay!🥈

#UBhornsUP 🤘 https://t.co/Wh0fBdEJ8z",#UBhornsUP
573,"Fernimen adds an RBI single of her own to pull the Bulls within one midway through the fifth inning!

#UBhornsUP",#UBhornsUP
574,"Sara Kelly gets the Bulls on the board with an RBI single in the top of the fifth!

#UBhornsUP",#UBhornsUP
575,"SHE DOES IT AGAIN! Franz wins the 3-meter dive and is the first UB diver since 2010 to win the event! 

Franz joins… https://t.co/LrxLC9rhNq",#UBhornsUP
576,"Let’s go @UBBullssoftball!! 

#UBhornsUP https://t.co/VHWWZqSkvb",#UBhornsUP
577,"Game two against New Mexico is underway!

📊 https://t.co/QJ2vqk1VC2
💻 https://t.co/82aOxDnkCq

#UBhornsUP",#UBhornsUP
578,Love the passion I’m seeing from 23’s and 24’s! Respect the hustle and grind you cats are doing to get seen. Apprec… https://t.co/aJQqm3ZcBi,#UBhornsUP
579,"The Bulls start off the night with a 4-1 win!

Up next, Buffalo will face off against the hosts, New Mexico, in app… https://t.co/gVNWsSHjyF",#UBhornsUP
580,The Bulls add to their lead in the top of the seventh as Castro led off with a single and Kincanon followed with a… https://t.co/So12Nm7CEU,#UBhornsUP
581,Woof: @DyaishaFair put @KentStWBB’s Clare Kelly in the blender #UBhornsUP #NCAAWBB @MAC_Bandwagon @UBwomenshoops https://t.co/otTxJiVbqY,#UBhornsUP
582,"Toni Naccarella adds to her collection!🥉

#UBhornsUP 🤘 https://t.co/35odeKbm8y",#UBhornsUP
583,Bulls Drop 4-3 Decision At Cleveland State #UBhornsUP https://t.co/8G5QipXRo2,#UBhornsUP
584,"Live stats are currently down due to technical difficulties

Buffalo leads 2-0 in the bottom of the fourth. 

#UBhornsUP",#UBhornsUP
585,"Enough can't be said about this group.  Six wins in 12 days in four different states.

Team is clicking at the righ… https://t.co/m4XOoshvL6",#UBhornsUP
586,Bulls Earn Hard Fought Win At Cleveland State #UBhornsUP https://t.co/4y1BgXbRq8,#UBhornsUP
587,Bulls Wrap Up Perfect February With Ninth Straight Victory #UBhornsUP https://t.co/XZOVsYtL4z,#UBhornsUP
588,"Just a casual 9️⃣ game winning streak heading into the month of March... 👀

#UBhornsUp | #MACtion https://t.co/qSz3N6B3mh",#UBhornsUP
589,"Way to get that road win today @UBwomenshoops! 

#UBhornsUP https://t.co/UCFp7A4vPw",#UBhornsUP
590,"Another great win by @UBmenshoops! Way to get it done! 

#UBhornsUP https://t.co/x28yJE4lon",#UBhornsUP
591,"Starting lineup for game one of the evening against UTEP!

#UBhornsUP https://t.co/IUWbtMfNQb",#UBhornsUP
592,I’m happy #Buffalo won today but I wish more games would make national TV! #UBhornsUP,#UBhornsUP
593,"Today's win over Northern Illinois was the Bulls' 800th home win in program history!

#UBhornsUP https://t.co/kP4Gyjkriw",#UBhornsUP
594,"Bulls Dominate in Wire-To-Wire Win at Kent State

RECAP: https://t.co/prnaRhtpKe

#UBhornsUP",#UBhornsUP
595,"Thomas Flannery gets his second medal of the @MACSports Championships! 🥉

#UBhornsUP 🤘 https://t.co/hV1ZTNCkaB",#UBhornsUP
596,"WILLIAMS FOR 3!!!

Bulls lead 65-55 with 3:06 left!

#UBhornsUP",#UBhornsUP
597,"Bulls on a 9-0 run and lead the Huskies 62-52 with 5:03 left in regulation!

#UBhornsUP",#UBhornsUP
598,"Bulls holding onto a 56-52 advantage with 6:32 left. 

Mballa already has a double-double with 10 points and 14 rebounds.

#UBhornsUP",#UBhornsUP
599,"SEGU FOR THREE! 

Bulls lead 50-45 with 9:52 on the clock.

#UBhornsUP",#UBhornsUP
600,"Bulls holding a 45-42 lead with 11:31 left in regualtion.

#UBhornsUP",#UBhornsUP
601,"SCORE UPDATE:

Buffalo takes the doubles point with wins at 2 &amp; 3 doubles!

Buffalo 1 Cleveland State 0

1. Huang/T… https://t.co/7YgJggIFZy",#UBhornsUP
602,If @UBmenshoops has the scoreless streaks like in this game against NIU they are going to get buried against better… https://t.co/ODIxDAusAI,#UBhornsUP
603,"Bulls lead NIU 41-34 with 14:29 left in the second half.

#UBhornsUP",#UBhornsUP
604,"With this win @UBAthletics is now 2-0 in Ohio today.

First a win by @ubwomentennis and now @UBwomenshoops.… https://t.co/ErTgaziL0a",#UBhornsUP
605,"4⃣ in a row for @UBwomenshoops and 2⃣0⃣ on the season!

#UBhornsUP | #MACtion https://t.co/BE3kF9kt7w",#UBhornsUP
606,".@UBwomenshoops wins 82-64 against Kent State to go to 20-8 (14-4) on the season.

Dyaisha Fair finishes with 28 po… https://t.co/fq2WkvAFhe",#UBhornsUP
607,"Bulls dominate in a wire-to-wire win at Kent State!

Fair leads all scorers with 28 points. Hemphill (15) and Chris… https://t.co/NDBoKx83PC",#UBhornsUP
608,"Bulls lead by 7 at the half. 

Williams 9 pts
Segu 7  pts
Brewton 6 pts

#UBhornsUP https://t.co/xf7uIeMoGU",#UBhornsUP
609,"Just went to Alumni Arena. I was stopped by the security guy to check my bag, where as others with the same size of… https://t.co/jKVOPdOyMz",#UBhornsUP
610,"WOOLLEY FOR THREE!!!

Buffalo leads 70-49 at the six minute mark of the fourth.

#UBhornsUP https://t.co/BDaNNOF98Y",#UBhornsUP
611,"Bulls are on a 20-2 run to take a 30-11 lead with 5:50 left in the half.

#UBhornsUP",#UBhornsUP
612,"30-6 run, let’s go!! #UBhornsUP",#UBhornsUP
613,"DYAISHA FAIR WITH THE CONTESTED LOB AT THE BUZZER FOR THREE

Bulls lead 60-44 heading to the 4th.

#UBhornsUP",#UBhornsUP
614,"FAIR FOR THREE AT THE BUZZER!!!

She leads all scorers with 23 points.

#UBhornsUP https://t.co/hIXCxZJ8w8",#UBhornsUP
615,"WILLIAMS FOR 3 AND THE FOUL!

Bulls lead 19-9!

#UBhornsUP",#UBhornsUP
616,"🚨 Todd Starkey Technical Alert 🚨

Bulls lead 57-40 with 2 minutes left in the 3rd.

#UBhornsUP",#UBhornsUP
617,Kent State's Todd Starkey is called for a technical foul and Fair converts a pair of free throws to put UB up 57-40… https://t.co/xwzZWDhWGp,#UBhornsUP
618,Go Bulls #UBhornsUP https://t.co/hh90lEqTeM,#UBhornsUP
619,"AN 10-0 RUN OF FOR THE BULLS! NIU calls timeout!

UB takes a 10-5 lead!

#UBhornsUP",#UBhornsUP
620,@UBmenshoops looks like absolute dogshit to start this game. Haven't scored nearly roughly 4 min into the game goin… https://t.co/Ztdq1j6Vld,#UBhornsUP
621,"Bulls trailing 5-0 with 15:53 left in the first half. 

#UBhornsUP",#UBhornsUP
622,"Kent State opens the third quarter on a 13-4 run to cut the UB lead to 11 at the 5:56 mark.

#UBhornsUP",#UBhornsUP
623,"Just over 15 mins to tip here at Alumni Arena and the starters are in the book

#UBhornsUP https://t.co/8l7xUGNjdT",#UBhornsUP
624,"Buffalo has a strong 2nd quarter on both ends of the ball and leads 44-24 at halftime.

#UBhornsUP",#UBhornsUP
625,"Bulls by 20 at the half.

Fair leads UB with 14 points, Christie has 12.

#UBhornsUP https://t.co/AshTsErapJ",#UBhornsUP
626,"FAIR FOR THREE!!!!

The junior cashes a transition step-back three to put UB up 20!

#UBhornsUP https://t.co/77s4uE954p",#UBhornsUP
627,"The All-American gets it done. 😤🥇

#UBhornsUP 🤘 https://t.co/WQGcpgTrWG",#UBhornsUP
628,"BULLS WIN!!

Huge 4-3 win at Cleveland State today as UB picks up its ninth win of the season!

#UBhornsUP",#UBhornsUP
629,"Fair finds Hemphill with an absolute dime to give the Bulls a 38-22 lead with just under two to play in the first half!

#UBhornsUP",#UBhornsUP
630,"The Bulls use an 11-2 run to take a 32-18 lead at the media timeout (4:31)!

#UBhornsUP",#UBhornsUP
631,"As expected.

#UBHornsUP https://t.co/589YxFApAT",#UBhornsUP
632,"Buffalo leads Kent State 19-14 after the first quarter.

Loren Christie is leading all scorers with 12 first quarter points.

#UBhornsUP",#UBhornsUP
633,Christie starts the game a perfect 6-of-6 from the floor to pace the Bulls with 12 points in the opening quarter.… https://t.co/lBXj3ov69X,#UBhornsUP
634,".@UBwomenshoops with an early 13-11 lead at the first media timeout.

Loren Christie has 8 points already.

#UBhornsUP",#UBhornsUP
635,"Loren Christie has eight early points for UB as the Bulls lead 13-11 at the first media timeout.

#UBhornsUP",#UBhornsUP
636,"The Bulls win the tip and we are underway at the M.A.C Center!

#UBhornsUP",#UBhornsUP
637,"Today is #Wordle T-Shirt give-a-way day at @UBmenshoops!!! 

Free for the first 500 @UBTrueBlue students!… https://t.co/Uf1Y0x67rb",#UBhornsUP
638,"There are three guarantees in life: •Death
•Taxes
•UB winning the Shot Put at @MACSports Championships

#UBhornsUP 🤘 https://t.co/74xsJRmleg",#UBhornsUP
639,"Starters are in the 📚

Tip off is just about 10 minutes away!

#UBhornsUP https://t.co/zWYFl2HEhF",#UBhornsUP
640,"Last night the Bulls finished the day by claiming the silver medal in the 400 medley relay!🥈

#UBhornsUP 🤘 https://t.co/cvhtGIYjlW",#UBhornsUP
641,THAT AIN'T RIGHT #UBhornsUP https://t.co/sygEPLRiP1,#UBhornsUP
642,It's GAMEDAY!!! The Bulls continue wrap up play at the Lobo Classic with a doubleheader against UTEP and New Mexico… https://t.co/1DJSd4LEXy,#UBhornsUP
643,"It's Match Day!!

Bulls look for their second straight victory this afternoon at Cleveland State

#UBhornsUP https://t.co/tObO1Xb6Jk",#UBhornsUP
644,"It's Match Day in Cleveland!

Bulls and Cleveland State face off shortly at 10am

#UBhornsUP https://t.co/jwfIDjUzkt",#UBhornsUP
645,"Please help us wish a very Happy Birthday to freshman forward @21SWilson 🥳🎂🤘🏻💙

#UBhornsUP https://t.co/1wSOxlAGdB",#UBhornsUP
646,"Today is Day 2️⃣ of the @MACSports Championships!

📍: Kent, Ohio
🕥: 11:30 a.m.
🏟: Kent State Field House
⏱:… https://t.co/3UrF8i4JY3",#UBhornsUP
647,"Today is the final day of the @MACSports Championships!

📍: Bowling Green, Ohio
🕥: 10:30 a.m. - Prelims
🕡: 6:30 p.m… https://t.co/7l6y67tdbH",#UBhornsUP
648,"It's GAMEDAY!!! The Bulls look to close out the month of February with a win at Kent State this afternoon!

🆚… https://t.co/b8c1AGtA6g",#UBhornsUP
649,"Former @UBmenshoops Guard @JayGravess23 posterizing his man with a thunderous Dunk 👀👀 WOW. 
#UBhornsUP… https://t.co/Jgue10DE6u",#UBhornsUP
650,The @MACSports medal count after day 3! #UBhornsUP https://t.co/oKnN9183UR,#UBhornsUP
651,"Katie Pollock storms to first place in under 1-minute as she sets a NEW PROGRAM RECORD!🥇

#UBhornsUP 🤘 https://t.co/pg8GJwsQDa",#UBhornsUP
652,"The Bulls take two spots on the podium in the 200 freestyle! Toni Naccarella takes bronze! 🥉

#UBhornsUP 🤘 https://t.co/NKmq2JKCaP",#UBhornsUP
653,"💥BANG💥 Freshman Sawyer Bosley claims the gold medal in the 200 freestyle!

#UBhornsUP 🤘 https://t.co/vOyOmBBfED",#UBhornsUP
654,"The men’s DMR finishes the day on the podium claiming bronze! 🥉

#UBhornsUP 🤘 https://t.co/FdnwcKlBhm",#UBhornsUP
655,"Scott Loforte claims bronze in the 5,000-meter run! 🥉

#UBhornsUP 🤘 https://t.co/MGh6WeJuAN",#UBhornsUP
656,"Putting in some work at the M.A.C Center ahead of tomorrow’s game against Kent State! 🤘🏻

#UBhornsUP https://t.co/yuvH5YmsOH",#UBhornsUP
657,"We are just 3️⃣0️⃣ minutes away from tonight’s finals!

Tune in here: https://t.co/RZvXG8phvq

#UBhornsUP 🤘 https://t.co/LH3NCs466i",#UBhornsUP
658,"The Bulls get their first medal! Dustin Meyer wins bronze in the pole vault! 🥉

#UBhornsUP 🤘 https://t.co/rGJezFH9Zw",#UBhornsUP
659,"Bulls Split Friday Doubleheader at Lobo Classic

RECAP: https://t.co/XBIaOnWPti

#UBhornsUP",#UBhornsUP
660,"The Bulls fall to NDSU 6-3.

Buffalo concludes play at the Lobo Classic tomorrow with a doubleheader against UTEP a… https://t.co/RKydxyqBeD",#UBhornsUP
661,"End 5: NDSU 5, Buffalo 3

#UBhornsUP",#UBhornsUP
662,Bulls And Huskies Ready For Round Two #UBhornsUP https://t.co/cCtAhZXLRC,#UBhornsUP
663,"End 4: NDSU 4, Buffalo 3

#UBhornsUP",#UBhornsUP
